,의료용 물질 및 의약품 제조업,음료 제조업,육상운송 및 파이프라인 운송업,금융업,전문서비스업,종합 건설업,자동차 및 트레일러 제조업,도매 및 상품 중개업,전자부품· 컴퓨터· 영상· 음향 및,보험 및 연금업,의약품 제외,비금속 광물제품 제조업,1차 금속 제조업,소매업; 자동차 제외,금융 및 보험 관련 서비스업,전기장비 제조업,화학물질 및 화학제품 제조업;,식료품 제조업,통신장비 제조업,의복· 의복액세서리 및 모피제품,기타 기계 및 장비 제조업,수상 운송업,항공 운송업,영상·오디오 기록물 제작 및 배급업,창고 및 운송관련 서비스업,펄프· 종이 및 종이제품 제조업,고무 및 플라스틱제품 제조업,우편 및 통신업,금속가공제품 제조업;기계 및,가구 제외,기타 운송장비 제조업,컴퓨터 프로그래밍· 시스템 통합 및 관리업,코크스· 연탄 및 석유정제품 제조업,전기· 가스· 증기 및 공기조절 공급업,정보서비스업,기타 개인 서비스업,건축기술· 엔지니어링 및 기타,출판업,의료· 정밀· 광학기기 및 시계 제조업,목재 및 나무제품 제조업;가구제외,전문직별 공사업,폐기물 수집· 운반· 처리 및 원료 재생업,인쇄 및 기록매체 복제업,창작· 예술 및 여가관련 서비스업,방송업,스포츠 및 오락관련 서비스업,기타 전문· 과학 및 기술 서비스업,교육 서비스업,사업시설 관리 및 조경 서비스업,사업지원 서비스업,환경 정화 및 복원업,과학기술 서비스업,연구개발업,기타 제품 제조업,섬유제품 제조업; 의복제외,자동차 및 부품 판매업
MAD17,0.04589114194236926,0.0,0.0,0.02383493418712202,0.0,0.01672002845962291,0.11028103877623621,0.021344717182497332,0.08502312344361437,0.0017787264318747777,0.0064034151547491995,0.0035574528637495554,0.016008537886873,0.030594094628246176,0.005336179295624333,0.0288153681963714,0.03628601921024546,0.0032017075773745998,0.24759871931696906,0.0,0.0,0.0,0.01814300960512273,0.006047669868374244,0.0010672358591248667,0.0,0.0,0.007826396300249021,0.0,0.0,0.024190679473496977,0.003913198150124511,0.13802917111348276,0.012095339736748489,0.0711490572749911,0.0010672358591248667,0.0,0.005336179295624333,0.001422981145499822,0.0,0.0,0.0,0.0,0.0,0.0021344717182497333,0.0024902170046246885,0.0,0.0,0.0,0.0,0.0,0.0,0.019565990750622556,0.0,0.002845962290999644,0.0
MAD18,0.07099104758913145,0.001099418878592744,0.0,0.013664206062509817,0.001099418878592744,0.007538872310350243,0.021046018533061095,0.015863043819695305,0.0802575781372703,0.0017276582377885974,0.0708339877493325,0.022930736610648657,0.035652583634364694,0.01335008638291189,0.0064394534317575,0.05607036280822993,0.08905292916601225,0.0064394534317575,0.29464425946285533,0.0004711795193968902,0.02685723260562274,0.0,0.008952410868540914,0.007067692790953354,0.0,0.006596513271556463,0.0037694361551751216,0.008010051829747135,0.0,0.001099418878592744,0.02120307837286006,0.003926495994974085,0.014449505261504634,0.00738181247055128,0.027799591644416522,0.0,0.0032982566357782316,0.014135385581906707,0.0004711795193968902,0.0,0.001099418878592744,0.0014135385581906705,0.0,0.0004711795193968902,0.0014135385581906705,0.0014135385581906705,0.0004711795193968902,0.0014135385581906705,0.0,0.0,0.0004711795193968902,0.0,0.022459557091251768,0.0,0.005182974713365793,0.0
MAD19,0.09558232931726908,0.00321285140562249,0.0,0.09718875502008033,0.0,0.0024096385542168677,0.028112449799196786,0.06265060240963856,0.06746987951807229,0.0,0.02650602409638554,0.0,0.00963855421686747,0.008032128514056224,0.03855421686746988,0.027309236947791166,0.024096385542168676,0.0024096385542168677,0.2987951807228916,0.0,0.008032128514056224,0.0,0.0024096385542168677,0.0393574297188755,0.0,0.008032128514056224,0.0,0.010441767068273093,0.0,0.00321285140562249,0.015261044176706828,0.0,0.004819277108433735,0.00963855421686747,0.035341365461847386,0.0,0.00321285140562249,0.008835341365461847,0.004819277108433735,0.0,0.0,0.0,0.0,0.0,0.0024096385542168677,0.011244979919678716,0.0,0.0,0.0,0.0,0.0,0.0,0.030522088353413655,0.0,0.010441767068273093,0.0
MAD20,0.13123644251626898,0.0,0.0,0.0878524945770065,0.0,0.0,0.05856832971800434,0.04880694143167028,0.06399132321041215,0.0,0.01193058568329718,0.0,0.0032537960954446853,0.01735357917570499,0.020607375271149676,0.013015184381778741,0.014099783080260303,0.006507592190889371,0.1963123644251627,0.0,0.004338394793926247,0.0,0.01735357917570499,0.03579175704989154,0.0,0.01735357917570499,0.0,0.006507592190889371,0.0,0.0,0.04772234273318872,0.006507592190889371,0.0,0.0032537960954446853,0.07158351409978309,0.0,0.006507592190889371,0.021691973969631236,0.008676789587852495,0.0,0.0,0.0,0.0,0.0032537960954446853,0.0,0.0032537960954446853,0.0,0.0032537960954446853,0.0,0.0032537960954446853,0.0,0.0,0.0596529284164859,0.0,0.006507592190889371,0.0
MAD21,0.10926206085056311,0.0018490502605479913,0.0015128593040847202,0.025214321734745335,0.0,0.008068582955118508,0.047571020339552864,0.03361909564632711,0.041519583123213986,0.0018490502605479913,0.04790721129601614,0.014120020171457387,0.04101529668851908,0.024878130778282066,0.0045385779122541605,0.04051101025382417,0.07060010085728693,0.01025382417212977,0.15582450832072617,0.001176668347621449,0.01176668347621449,0.0010085728693898135,0.015632879475542108,0.01059001512859304,0.0,0.014624306606152295,0.0013447638258530846,0.004034291477559254,0.0005042864346949068,0.0015128593040847202,0.031265758951084216,0.004034291477559254,0.014624306606152295,0.006891914607497059,0.11094301563287948,0.0,0.002353336695242898,0.026054799125903513,0.005883341738107245,0.0,0.0013447638258530846,0.0005042864346949068,0.0,0.0,0.006387628172802151,0.006051437216338881,0.0015128593040847202,0.005379055303412338,0.0,0.004202386955790889,0.0,0.0,0.024710035300050427,0.0,0.005547150781643974,0.0
MAD22,0.31079717457114026,0.0,0.0,0.045408678102926335,0.0,0.0030272452068617556,0.030272452068617558,0.060544904137235116,0.02320887991927346,0.0,0.010090817356205853,0.0,0.006054490413723511,0.0030272452068617556,0.009081735620585268,0.025227043390514632,0.011099899091826439,0.010090817356205853,0.10494450050454086,0.0,0.0,0.0,0.02119071644803229,0.014127144298688193,0.0,0.005045408678102927,0.0,0.0030272452068617556,0.0,0.0,0.045408678102926335,0.006054490413723511,0.010090817356205853,0.0,0.02320887991927346,0.0,0.020181634712411706,0.013118062563067608,0.009081735620585268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007063572149344097,0.0,0.0,0.0,0.0,0.0,0.16448032290615539,0.0,0.005045408678102927,0.0
MAD23,0.07929320817228051,0.004417448923246825,0.003349898766795509,0.02624700901895822,0.0010307380820909259,0.006773421682311798,0.048150193263390394,0.034308853303883675,0.053672004417448925,0.0031290263206331676,0.046898582735137126,0.011411743051720965,0.027240935026688753,0.02643106939076017,0.006773421682311798,0.04995398490704951,0.06640898214614394,0.012810601877415792,0.2108595619363151,0.0036443953616786305,0.027204122952328363,0.0007362414872078042,0.013583655438983986,0.015240198785201546,0.0013252346769740476,0.00703110620283453,0.0041965764770844835,0.010049696300386527,0.0013252346769740476,0.0016565433462175593,0.024811338118903,0.007362414872078042,0.014577581446714522,0.009092582367016381,0.0654518682127738,0.0005889931897662433,0.002871341800110436,0.02315479477268544,0.005742683600220872,0.00018406037180195104,0.0011043622308117063,0.0024295969077857537,0.0004417448923246825,0.00014724829744156083,0.0040493281796429225,0.004270200625805264,0.0016565433462175593,0.0013620467513344376,0.00025768452052273147,0.001251610528253267,0.00014724829744156083,0.0,0.020762009939260077,0.0,0.0031290263206331676,0.0
MAD24,0.1402013942680093,0.0,0.0,0.03640588690937258,0.0,0.0,0.042602633617350893,0.048024786986831915,0.042602633617350893,0.0023237800154918666,0.05809450038729667,0.0023237800154918666,0.020914020139426802,0.003098373353989156,0.010844306738962044,0.032532920216886134,0.026336173508907823,0.004647560030983733,0.13632842757552285,0.0,0.027110766847405113,0.0,0.006971340046475601,0.015491866769945779,0.010069713400464756,0.027885360185902403,0.004647560030983733,0.0,0.0,0.006971340046475601,0.05731990704879938,0.011618900077459334,0.003098373353989156,0.004647560030983733,0.041828040278853604,0.0,0.020139426800929512,0.03563129357087529,0.012393493415956624,0.0,0.0,0.0023237800154918666,0.0,0.0,0.0,0.0023237800154918666,0.003098373353989156,0.01471727343144849,0.0,0.0,0.0,0.0,0.069713400464756,0.0,0.01471727343144849,0.0
MAD25,0.0703125,0.0,0.0,0.0046875,0.0,0.0,0.06875,0.0515625,0.0796875,0.0,0.1078125,0.0046875,0.00625,0.034375,0.0,0.01875,0.0296875,0.0046875,0.2765625,0.0,0.01875,0.0,0.0046875,0.0046875,0.0,0.071875,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0140625,0.0765625,0.0,0.0,0.0046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021875,0.0,0.0,0.0
MAD26,0.07920792079207921,0.002284843869002285,0.0,0.017517136329017517,0.0,0.005331302361005331,0.11652703731911652,0.016755521706016754,0.04798172124904798,0.0,0.008377760853008377,0.0,0.013709063214013708,0.053313023610053314,0.0030464584920030465,0.030464584920030464,0.02817974105102818,0.005331302361005331,0.22543792840822544,0.0,0.005331302361005331,0.0,0.02817974105102818,0.007616146230007616,0.0,0.0,0.0,0.00456968773800457,0.0,0.0,0.028941355674028942,0.0,0.009900990099009901,0.008377760853008377,0.20563594821020564,0.0,0.0,0.010662604722010662,0.0030464584920030465,0.0,0.0,0.0,0.0,0.0,0.0030464584920030465,0.00456968773800457,0.002284843869002285,0.002284843869002285,0.0,0.002284843869002285,0.0,0.0,0.017517136329017517,0.0,0.002284843869002285,0.0
MAD27,0.07937743190661478,0.0,0.0,0.01556420233463035,0.0,0.007782101167315175,0.0357976653696498,0.008560311284046693,0.08093385214007782,0.0,0.06381322957198443,0.03968871595330739,0.023346303501945526,0.013229571984435798,0.0,0.07859922178988327,0.1198443579766537,0.0023346303501945525,0.2723735408560311,0.0,0.0023346303501945525,0.0,0.010116731517509728,0.0,0.0,0.0,0.0,0.0031128404669260703,0.0,0.0,0.004669260700389105,0.0,0.10583657587548638,0.0031128404669260703,0.0178988326848249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011673151750972763,0.0,0.0,0.0
MAD28,0.07604562737642585,0.0,0.0,0.005703422053231939,0.0,0.005703422053231939,0.051330798479087454,0.013307984790874524,0.060836501901140684,0.0,0.04752851711026616,0.0,0.07604562737642585,0.03612167300380228,0.0,0.04182509505703422,0.09125475285171103,0.0,0.17680608365019013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015209125475285171,0.0,0.12927756653992395,0.0,0.14258555133079848,0.0,0.0076045627376425855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005703422053231939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017110266159695818,0.0,0.0,0.0
MAD29,0.10859375,0.0,0.0,0.0,0.0,0.00234375,0.0203125,0.0265625,0.0921875,0.0,0.02421875,0.01953125,0.0046875,0.00234375,0.01015625,0.05078125,0.0390625,0.00703125,0.265625,0.00625,0.084375,0.00234375,0.00234375,0.01015625,0.00234375,0.01796875,0.01015625,0.0140625,0.00234375,0.01171875,0.01171875,0.0171875,0.00234375,0.0,0.003125,0.0,0.0,0.05546875,0.0125,0.0,0.00546875,0.00234375,0.00234375,0.0,0.0,0.0,0.00625,0.0046875,0.0,0.0,0.0,0.0,0.03203125,0.0,0.00703125,0.0
MAD30,0.09792027729636049,0.005199306759098787,0.0,0.0025996533795493936,0.0,0.0025996533795493936,0.01993067590987868,0.038128249566724434,0.09965337954939342,0.0,0.02079722703639515,0.012131715771230503,0.004332755632582322,0.0,0.0025996533795493936,0.0684575389948007,0.036395147313691506,0.0,0.28596187175043325,0.0,0.1265164644714038,0.0,0.0,0.00779896013864818,0.0,0.010398613518197574,0.0025996533795493936,0.006065857885615251,0.0,0.0,0.01386481802426343,0.00779896013864818,0.0034662045060658577,0.0034662045060658577,0.016464471403812825,0.0,0.0,0.04679376083188908,0.014731369150779897,0.0,0.0034662045060658577,0.005199306759098787,0.006932409012131715,0.0,0.0,0.0025996533795493936,0.0025996533795493936,0.0,0.0,0.0,0.0,0.0,0.018197573656845753,0.0,0.004332755632582322,0.0
MAD31,0.0944206008583691,0.003218884120171674,0.0,0.0,0.004291845493562232,0.0,0.015021459227467811,0.030042918454935622,0.0536480686695279,0.0,0.05472103004291846,0.017167381974248927,0.03648068669527897,0.0,0.003218884120171674,0.048283261802575105,0.032188841201716736,0.0,0.2478540772532189,0.0,0.10622317596566523,0.0,0.00536480686695279,0.003218884120171674,0.0,0.028969957081545063,0.0075107296137339056,0.01072961373390558,0.0075107296137339056,0.004291845493562232,0.0075107296137339056,0.006437768240343348,0.0,0.0,0.009656652360515022,0.0,0.003218884120171674,0.07832618025751073,0.02145922746781116,0.0,0.004291845493562232,0.0,0.0,0.0,0.0,0.003218884120171674,0.0,0.0,0.0,0.0,0.0,0.0,0.045064377682403435,0.0,0.006437768240343348,0.0
